text	label
"I don't think I ever danced, Miss Marion." "I don't believe you did, Eurie," said Marion, smiling. "I never saw you at a dance." "No, I didn't," said Eurie, with a little sigh. "I didn't like it."	1
That is one of the marked difficulties. Now I have heard people talk, who led you to infer that it was the easiest thing in life to mold these young teachers into the required shape and form; that you had only to sweetly suggest and advise and direct, and they sweetly succumbed. Now, don't their mothers know that young ladies naturally do no such thing?	0
"I am so glad to see you, Marion," said the little girl, "and I have brought you a present." Marion smiled. "What is it?" she asked. "A new book," said the child. "It is called 'The Little Girl's Book of Good Manners.'" Marion took the book and looked at it. "Thank you, my dear," she said. "I shall read it with great pleasure."  insufficent information.  (Marion Wilbur is a school teacher, and the passage is from a novel written in 1891.)  (Marion Wilbur is a school teacher, and the passage is from a novel written	1
Sure enough, Little Flossy, where are your verses? You were going to give us whatever you found in the Bible. You were the best witness of all, because you brought such an unprejudiced determination to the search.	0
"I have found some beautiful verses, Flossy, that I want to read to you."  "Read them, Marion," said Flossy, with a little sigh of contentment.  "I am so glad you have found them."  "I will read them to you, Flossy, if you will promise me to think of them."  "Yes, Marion,	1
You are mistaken in supposing him to be a friend of mine. We have the most distant speaking acquaintance only, and I have a dislike for him amounting to absolute aversion.	0
"I don't know anything about him," said Ruth, with a shudder. "I hate him."  "He's a good fellow," said Dr. Dennis. "He's a good fellow," repeated Ruth, with a bitter laugh. "I hate him."  "Well, I'm glad you're not going to marry him," said Dr. Dennis. "I'm glad I'm not going to marry him," said Ruth, with a sigh. "I'm glad I'm	1
I don't in the least understand what you are talking about. Of what interest could it have been to Dr. Dennis what I am doing; and why should he have delivered a lecture?	0
"I don't understand it," she said, with a puzzled look. "Why should he want to know about my card game?"  "He's a very curious man," said Eurie. "He's always asking questions."  "Yes, I suppose so," said Flossy, with a sigh. "But I don't see what he can want to know about my card game	1
I haven't them ready, Dr. Dennis; I'm real sorry, and it's my fault, too. I had time to copy them, and I just didn't do it.	0
"I'm sorry, Dr. Dennis, I've been so busy with the children that I haven't had time to copy out the names."  "I know, Marion, I know," said the doctor, kindly.  "But I'll have to have them, you know, before I can give you your certificate."  "Oh, yes, I understand, Dr. Dennis; but	1
I have not been very often, it is true; but I intend to reform in that respect in the future. I mean to go whenever I can, and I mean to go always to the First Church.	0
"I have been neglecting my duty, and I mean to do better. I'll go to church every Sunday."  "That's right, Flossy," said the Colonel, patting her hand. "I'm glad to hear you say so."  "I'll try to be more regular," she said, flushing. "I'll try to be more regular."  "That	1
No, I didn’t mean to; and as to that, I never meant to do anything that was not just right in my life; but I meant to have just exactly my own way of doing things, and I tell you I took it. Now, Marion, while I blame myself as no other person ever can, I still blame others. I was never taught as I should have been about the sacredness of human loves, and the awfulness of human vows and pledges.	0
"I have been a sinner, Marion, and I am going to try to be better. I have been a sinner, and I am going to try to be better."  Ruth's voice was low and tremulous, but it was clear and firm.  She looked up at Marion, and her eyes were full of tears.  "I have been a sinner, and I am going to try to be better."  Ruth's voice was low and tremulous, but it was clear and firm.  She looked up at Marion, and her eyes were full of tears.  "I have been a sinner, and I am going to try to be better."  Ruth's voice was low and tremulous, but it was clear and firm.  She looked up at Marion, and her eyes were full of tears.  "I have been a sinner,	1
And your muster? How do you collect your men, Captain, and what number could you bring into the field—pardon, I ought to say, into the streets, with six hours' notice? All armed?	0
"I have no doubt of it," said De Vaucourt, "but I want to know if you could do it in time."  "In time! " repeated the grocer. "Why, sir, I could do it in an hour."  "An hour!" exclaimed De Vaucourt. "That's impossible."  "Not at all," said the grocer. "	1
I will not argue the point with you. You must make your own choice. It is quite simple—life or death!	0
"I am not going to be murdered in cold blood, and I will not be murdered in cold blood. I have a right to know what is going on."  Coupe-tête's voice was firm and clear.  "I am not going to be murdered in cold blood, and I will	1
Did you not hear it? It is quiet now, but it was loud enough a moment back. Do not look so scared, child; it is nothing.	0
"It was only a dream, Rosine. I am quite well now."  She smiled, and laid her hand on Rosine's shoulder.  "I am so glad you are here, Rosine. I have been so lonely."  "Oh, my dear Queen!  I am	1
That is why I brought her to Paris, in order to lose ourselves in the crowd of this great capital. That is why I took an apartment for herself and her grandmother, here in this very street, near you and Coupe‑tête, who are our only friends, and lodged myself where I can see her, and watch over her day by day. I am strong.	0
"I will take her to Paris, and there I will make my fortune, and then we shall be happy."  "But, Pierre, what will become of me? I cannot go with you."  "You must come, or I will not go."  "Oh, Pierre, do not say so! I could not leave my father."  "He will not hinder us. He is dead."  "Dead! Oh, Pierre, how can you say such a thing?"  "He died last night. I was with him when he breathed his last."  "Oh, Pierre, how could you tell me so?"  "I had to tell you, Léon	1
Pardon, mademoiselle! Permit me to offer my assistance; there-take my hand in yours; don't be afraid of hurting me, I can bear a good deal of squeezing without crying out. Excuse me if I embrace you too tightly: from such a situation one is only extricated by main force.	0
"I am not a man to be trifled with, my dear," he said, with a laugh. "I have a good deal of money, and I am not afraid to spend it."  "You are a very dangerous man, Count," she said, with a smile. "I am glad to see you again, Count," said the lady. "I am glad to see you too, my dear," he said, with a bow. "I have been looking for you all	1
Friends! Ye call that man a friend? Tell me how did he know ye were goin for turf the day?	0
"Nan, I've come to know the truth. I've come to know the whole truth. I've come to know that you have been unfaithful to me."  "I've come to know that you have been unfaithful to me, and that you have been unfaith	1
Oh, God help me, an God help us all, an' keep us for Christ's sake. Amen.	0
"Oh, God! Oh, God! I am so miserable! I am so miserable! I am so miserable!"  Nancy sobbed out these words, and then, with a sudden effort, she checked them.  "I must not cry," she said, "I must not cry."	1
I can't think how you came by such a notion, Marian,	0
"I don't think it wise, Marian, to go to a washerwoman's house."  "Why not?"  "Because she may have a husband at home."  "Oh, nonsense!"  "It is no nonsense, Marian. I have seen it done. A woman came to	1
I know you, Frank, you rascal; I know you.	0
"I have been a gardener all my life," he said, "and I have never known a better time than now. I have always loved flowers, and I have always loved the open air."  "And you have always been a good gardener?" asked Frank. "Yes, I	1
I know it, I know it. It's hell itself. And you, Frank Barry, you of all men, you with the truest woman for sweetheart and wife in all the world, you to do this!	0
"I have been a fool, Frank. I have been a fool. I have been a fool."  "I have been a fool, Frank. I have been a fool. I have been a fool."  "I have been a fool, Frank. I have been a fool. I have been a fool."  "I have been a fool, Frank. I have been a fool. I have been a fool."  "I have been a fool, Frank. I have been	1
Wantin' to run off to your uncle, indeed! Yes, that's what he was after, Nan.	0
"I'll go, I suppose," he said, "but I'm not going to be a sailor. I'll go to America, and get a job there."  "But you'll come back, won't you?" asked Nan.  "I don't know," he answered.  "I'll come back when I've made enough money to buy a farm."  "And then	1
Its getting late, Mrs. Butler. I must be off, I fear.	0
"I'll come and see you again, Mrs. Butler, if I can." He turned and walked away, whistling softly.  "Good-bye, Frank," said Mrs. Butler.  "Come and see me again, will you?"  "Certainly, certainly," said Frank	1
Hello, uncle, I didnt expect to find you up so late.	0
"I have been thinking of going to the city to-morrow, Hugh." "Going to the city! Why, Frank, what for?" "To see if I can get a job." "Why, Frank, you are not going to leave me, are you? " "No, no, Hugh, I am not going to leave you. I only want to earn my own living."	1
He deserves the very best the world can give him. There's not his like in all London. Your pity!	0
"I don't care for Ted," said Nan, with a little laugh. "He's not worth thinking about." "I'm sorry I said anything," said Frank. "I'll go now." "No, no," said Nan, "stay." "I must go," said Frank.	1
Who would save Ireland, sir? Would England, sir? Would politicians, sir?	0
"Ireland is a country, not a colony. It has its own government, its own laws, its own customs, its own traditions. It is a nation, and it will be free."  "It is a country, not a colony. It has its own government, its own laws, its own customs, its own traditions. It is a nation, and it will be free."	1
Thank you for the money. I am most careful, and am keeping a strict account. Yes; it is quite sufficient.	0
"I am so glad, Frank, that you have been able to help me. I am so grateful to you. I am sending you the money I have saved. I have not been able to do much with it, but I have been able to keep the boy at school."  "I	1
Aw, yes, we've come to an understandin' at last.	0
"I'm glad we've come to an understanding, Barry," said Ted, with a smile. "I'm glad, too."  "I'm glad, too," said Barry, with a	1
I'll allow ye. By God, I'll allow ye! Come out.	0
"I don't care what you say, I'll have my own way," said Ted, with a sudden flash of temper. "I'll have my own way, whatever you say."  "You're a brute, Ted," said Nan, her eyes flashing. "You're a brute,	1
Let me go; let me go. I'm a fool. No one cares for me now.	0
"I'm going to try to get to the next station. I'll be glad to see the last of you." He turned and walked away. 102. Chapter X. 103. Chapter XI. 104. Chapter XII. 105. Chapter XIII. 106. Chapter XIV. 107. Chapter XV. 1	1
Its this, its about yourself. What ails ye? I don't like to see ye.	0
"Why did you leave Camberwell? I thought you were going to stay there." "I was going to stay, but I couldn't." "You couldn't?" "No, I couldn	1
I don't believe you. I believe you are as false now as you have always been. Your weakness and thoughtlessness, your talk of pity and help!	0
"I am glad to see you, Marian," said he, with a smile. "I have been expecting you."  "I have come to tell you that I am going away," she answered.  "Going away? Where?"  "To America."  "To America! Why?"  "Because I have found out that I cannot live here."  "Why not?"  "	1
It'll be fine weather, Mr. Barry?	0
"I'm glad to see you, Hugh," said Nan, smiling. "It's a fine day, isn't it?" "Yes, it's a lovely day," said Hugh. "I'm going to take a trip to Scotland." "Oh, I wish I could go too," said	1
Well, Frank, my boy, what's your opinion, now, of things in general?	0
"I don't know what to think about it," said Dad, "but I'm sure I don't like it. I don't like it at all."  "Why not?" asked Frank. "Because," said Dad, "it's a sort of a mixed-up thing, and I don't like mixed-up things."  "But it's a good thing, isn't it?"	1
Now, Mr. Barry, now I'll do till supper time. Faith, an' bad manners to me keepin' ye there this long. But you'll know, sacks an stomachs were made to be filled.	0
"I'll be there, sure, if I'm alive. I'll be there, sure, if I'm alive."  "I'll be there, sure, if I'm alive."  "I'll be there, sure, if I'm alive."  "I'll be there, sure, if I'm alive."  "I'll be there, sure, if I'm alive	1
Ay, ay. Love an' blarney, love that makes the world go round, an' blarney that keeps it goin. Ay, ay.	0
"I'll be damned if I'll go to the workhouse, I'll not."  "I'll be damned if I'll go to the workhouse, I'll not."  "I'll be damned if I'll go to the workhouse, I'll not."  "I'll	1
Yes, its that, Marian? Well, and I have come to tell you to help you get it back. Listen to me, Marian.	0
"I have been thinking of you all the time, Marian, and I am so sorry that I have hurt you."  "I have been thinking of you too, Frank, and I am so sorry that I have hurt you."  "I have been thinking of you too, Frank, and	1
Listen, Marian. I've something to say to you, and I must say it. I've come to bring you back.	0
"Marian! Marian!" he called out, and then, when she did not answer, "Marian, I say! What is the matter with you?"  "I don't know," she answered at last.  "I don't know."  "Why don't you answer me?" he asked.  "I don't know."  "What do you mean by it?"	1
I am sure, I am quite sure we should all be so glad if you and Lady Sylvia would come over and spend the evening with us; we would make Lady Sylvia the presiding fairy to distribute the gifts from the Christmas-tree. It is the most splendid one we have ever had—	0
"I have invited Lady Sylvia to come and spend Christmas with me. I am so glad! I shall have a lovely time."  She looked up at him with a wild fire of exultation in her face, as if the millennium were at hand.  "I have invited Lady Sylvia to come and spend Christmas with me. I am so glad! I shall have a lovely time."  She looked up at him with a wild fire of exultation in her face, as if the millennium were at hand.  "I have invited Lady Sylvia to come and spend Christmas with me.	1
Look here, child. Do you see that? That is a fork.	0
"I am sure you will find it very useful, my dear," said the queen, smiling. "It is a great convenience."  "Oh, yes, I see," said the lady,	1
You see, Lady Sylvia, I am only an apprentice as yet. I am only learning how to use my tools. And the fact is, there is not one man in fifty in the House who fancies that any tools are necessary.	0
"I don't know what you mean by that," he said, with a slight frown. "I have no idea what you are talking about."  "I don't think you do," she answered, with a smile. "But I am going to tell you."  "Well, go on," he said, with a little impatience.  "You are going to be married to me, Hugh Balfour."  "To you?" he repeated, with a look	1
It must be a good thing for a man to have a woman beside him whose very presence will make the world sweet and wholesome to him.	0
"I have no doubt that the London woman is a very fine creature, but she is not made for the country. She must be kept in the city, and she must be kept in the house." "A wife is a great help to a man," he continued, "and if she is	1
I am sure Mr. Balfour would rather walk, papa, for I have discovered a whole series of short-cuts that I want to show him—across the fields. Unless it will tire you, papa ?	0
"I will show you a short cut," she said, smiling. "Come along."  "I will go with you," he said, and they walked together.  "I am going to Balfour's," she said. "He is waiting for me."  "I will go with you," he said.  "I am going to Balfour's," she said.	1
Look at the wines. The claret is nearly all Lafitte. I suppose those toadies of his have supplied him with a vin ordinaire at 120 shillings a dozen.	0
"I have no objection to the wine, but I do object to the price."  "It is a pity that the place is so ruined."  "Yes, it is a pity, but it is not my fault."  "I am sure it is not your fault, my lord."	1
I, at least, will not interfere in this election. Gentlemen, good-morning. Eugenius, the chaise is at the door.	0
"I have no right to interfere in the election of a member of Parliament, and I will not do so."  She paused, and then added, "I am glad to hear that you are	1
You must excuse me, Sylvia; I cannot possibly go over with you to lunch. I have some business which will detain me half an hour at least—perhaps more. But your uncle and aunt can go with you.	0
"I am not going to lunch with you, my dear," said Lord Willowby, with a sigh. "I have a great deal of work to do."  "Oh, I see," said Sylvia, with a little laugh. "You are going to write your will."  "No, no," said Lord Willowby, with a smile. "I am going to write a letter	1
But how would you explain this working of His power? We are too fond of explaining things nowadays. And until we know how to use them we shall probably not get the wings.	0
"I have no doubt that it is so, but I do not think that it is necessary to explain everything."  "It is not necessary to explain everything, but it is necessary to believe in everything."  "I am not sure that I agree with you there, Mr. Henderson."  "Why not?"  "Because I do not think that it is possible to believe in everything."	1
I am very much disappointed in Summerglade's contribution-very much disappointed indeed. I consider it most shabby. As a matter of fact I don't think it is large enough to entitle them to a grant from the Guild at all.	0
"I am sorry, but I cannot accept your offer. We have no use for any of these garments."  "I am afraid we shall have to go without them, Summerglade," said Annabel, with a sigh.  "We have no use for them."  "I am sorry, but I cannot accept your offer. We have no use for any of these garments."	1
Well, you see, Master Reggie, when I was that set against his coming to the Manor, he was strong and well, and so could stand up to me, as you might say: but now he is too weak and ill to hurt a fly. There's lots of folks as you can't stand at any price when they are able to stick up for themselves: but when they are knocked down you'd do anything you could to help them to get up again.	0
"I don't know what I was thinking of. I'm sorry, Frank."  "It's all right, Ponty. I understand."  "I was afraid you'd think me a fool. I've been so stupid, haven't I?"  "No, Ponty. You're not a fool. You're a good girl."  "Oh, Frank! I'm so glad you're not angry with me."  "I'm not angry, Ponty. I'm just glad you're not a fool."  "I'm not a fool, am I, Frank	1
But smoking or no smoking, it's a fair treat to see you and Miss Annabel at home again, for when all's said and done the house don't seem like the house without you. For my part, I don't hold with so much gadding about.	0
"I don't smoke, Miss Annabel," said Ponty, "but I'm glad to see you have."  "I don't like it," said Miss Annabel, "but I do it for your sake."  "Oh, I'm so glad!" said Ponty, with a sigh of relief.  "It's such a comfort to have a house where one can smoke."  "Yes, it is," said Miss Annabel, "and I'm glad to be	1
So it is for ordinary jewellery, but wedding-rings, I have always heard, are made of twenty-two carat. At least that is what is generally believed; but I cannot say whether it is more than a tradition, like the idea that the sun will put a fire out.	0
"I don't believe in rings," said Arthur, "and I don't believe in superstitions." "But I do," said I. "I believe in rings, and I believe in superstitions." "Well, I don't," said Arthur. "I don't believe in them." "But I do," said I. "I believe in rings, and I believe in superstitions	1
I'm quite well. And you? I was instructed to communicate with you as soon as I had anything of importance to send over.	0
"I have come to see you, Miss Liebmann, on a matter of some importance."  "I am glad to hear it," she said, smiling.  "I have come to ask you to marry me."  "Oh!" she exclaimed, her face flushing.  "I	1
I assure you, sir, that I acted from the best of motives. I am deeply grateful to you, sir, for your kindness, and I assure you I shall do my best to justify it. I am sure you will see that for the young woman to have been placed under arrest while in my rooms would have been a serious blow to her reputation.	0
"I am not a murderer," he said quietly. "I have no wish to be hanged."  "You are a murderer," said Lord Brooke. "I know it."  "Then why do you not hang me?"  "Because I do not want to."  "Why not?"  "Because I do not think you are a murderer."  "Then why did you arrest me?"  "Because I thought you were."  "And now you do not?"  "No."  "Then why do you keep me here?"  "Because I want to find out."  "What do you want to find out?"  "Whether you are a murderer or not	1
Your excellency why should I be placed under arrest? I am trying to serve your interests.	0
"I have been betrayed," he said, with a bitter smile. "I have been betrayed."  "I have been betrayed," he repeated, as if he were speaking to himself.  "	1
What can I do for you my girl? What is your name?	0
"I am a widow, and have no home but this." "A widow! I thought you were a servant girl." "I was, until my husband died. Then I came to live here	1
My friend, from now on, please understand that I represent Herr Schwartz, here in London. You have been suspicious of me, from the start, as indeed we have been of you. The time for all that is ended.	0
"I am Miss Patricia Burke, of the firm of Hoffman and Co., and I have come to see you."  Hoffman's eyes opened wide. "Miss Patricia Burke!  Why, I thought you were a man!"  "I am a woman," said Patricia, with a smile. "And I am here to represent Herr Schwartz."  "Herr Schwartz?"  "Yes; he	1
I have cut the thongs from Sha-hehe. Cover her and heal her, old woman, against the time I come again. I shall want her then.	0
"I have cut the thongs from Sha-hehe, and I ask you to heal him."  He spoke with a loud voice, and his eyes were fixed on the girl.  "I have cut the thongs from Sha-hehe, and I ask you to heal him."  He	1
Wait: I have tea that my father got at Fort Simpson. I will bring you some; it will do you good.	0
"I have come to see you, Tashekah, and to give you this bracelet." She held out the little ornament, and then, without waiting for an answer, she turned and went away.  "I have come to see you, Tashekah, and to give you this bracelet	1
I would make his blood run, Ka-kee. I can do it. See my hand!	0
"I will try," said Kah-sha, "to make the pain less."  He bent over the child, and laid his hand upon its head.  "It is better now," he said.  "The pain is gone."  He raised his eyes, and looked at the people	1
He has never stood on them since that dreadful night. All his life is in his head. You can see that he knows things that other people never think.	0
"He has been hurt, and he is very ill. He will die, I think."  She looked up at Kin-da-shon with a face full of terror.  "He will die, and I cannot save him."  She put her hand to her mouth, and began to cry	1
Then I will stay; my heart shall be strong to do it; and I have been too long away from poor little Ch-one	0
"I will stay," said Kasko, "and help Ch-one."  "I will stay," said Kasko, "and help Ch-one."  "I will stay," said Kasko, "and help Ch-one."  "I will stay," said Kasko	1
Your daughter is a faded bearskin; she's worth nothing to me. I shall never trouble myself to ask you or your tribe for so much as a rabbit-skin—it would be a cheat. Do you want to hear more?	0
"Give us blankets, or we will take them."  "We are not afraid of you."  "I am not afraid of you," said Yealh-neddy, with a sneer.  "But I am the chief of the tribe, and I can make you afraid."  "We are not afraid of you," repeated the man.  "Then why do you not go?"  "Because we have no fear of you."  "I will show you that I	1
So, so, my fair one, you are courting the raven tonight? He is a black lover for the rice-blossom. Let us awaken his jealousy—he will hold you the tighter by and by.	0
"Awake, awake, my little witch!  I have a secret to tell thee.  I have seen a raven, and he has been with a maiden.  He has been with a maiden, and she has loved him.  She has loved him, and he has not loved her.  She has loved him, and he has not loved her, and she has hated him	1
I thank you much if you will give me even a little of his word-my soul is more in need than my body has been this day; my heart is more cold, more hungry, more sick, more blind than my body can ever be. O friend, if you have medicine for sick souls, give me some before I die! I have seen you talking to your great Spirit—you have found one who makes you not afraid.	0
"Samuel, I am sick, very sick. I have no strength left. I cannot go on. I must die. I want to be healed. I want to be made whole."  Kah-sha's eyes are full of tears.  "I am ready to die, Samuel. I am ready to die. I am ready to die."  Kah-sha's voice is almost a whisper.  "I am ready to die."  Kah-sha's head sinks upon his breast.  "I am ready to die."  Kah-sha's voice is almost a moan.  "I am ready to die."  Kah-sha's head sinks lower and lower.  "I am ready to die."  Kah-sha's voice is almost a groan	1
You are one of us now, I have long waited for your coming. You have been watched. Ha!	0
"I am glad to see you, Mr. Archer," said I. "I have heard much of you." "Yes, I have been busy," he answered. "We are getting ready for the great day."  "The great day?" I repeated. "Yes, the great day,"	1
Young man, it is fifty years and more since I first heard discussions on these subjects which now interest you—and the whole world—so deeply. I have sat at tables where Voltaire, Diderot, D'Alembert, even your Bolingbroke, freely discussed the sovereignty of the people. I have lived to see these ideas put in practice across the ocean.	0
"I have no estates, my dear sir. I am a man of letters, and I have been a man of letters all my life."  "But you are a Frenchman, and a Frenchman must have an estate."  "Yes, but I have none. I have never had any. I have always lived in Paris, and I have always been a man of letters."  "But you are a great man, and a great man must have an estate."  "No, I am not a great man. I am only a man of letters, and I have always	1
Alas! what things have fallen upon me since last I stood here!	0
"I am so unhappy, so unhappy! I wish I could die."  "Why do you say that?"  "Because I cannot bear it any longer."  "What is it, Sylvia	1
General Washington himself! He is going somewhere. I wish I knew where he is going.	0
"I wonder what will happen next? I wish I could be there."  "I wish I could be there," said Lee, with a sigh.  "I wish I could be there," said Lee, with a sigh.  "I wish I could be there," said Lee, with	1
Lee Bowie, you are a brave fellow. I mean to be over there at Manchester, on the other side of the James, at about ten oclock to-morrow. Get across as soon as you have learned all you can, but you may not be able to do that the first day.	0
"I don't want any more of your nonsense. I've had enough of it. You're a fool, and I'm going to have you locked up."  "I'm not going to be locked up," said Lee. "I'm going to get out of here."  "You'll never get out of here alive," said the Governor.  "I don't care," said Lee.  "You'll never get out of here at all," said the Governor.  "I don't care," said Lee.  "You'll never get out of here," said the	1
Bring the young wolf to me. Ill see what there is in him.	0
"I want you to bring that boy here."  "I don't know where he is."  "You know where he is."  "I don't know."  "I'll have	1
An apple orchard smells like wine; A succory flower is blue; Until Grief touched these eyes of mine, Such things I never knew.	0
A man may be wise without wine, But he's wiser with it; And though I have drunk till I'm blind, I've seen more than I meant.   (1876)	1
There is a house builded of God, Beyond the fret of time or clod;	0
The Frenchman's God was not the God of Israel,  But he had his own, and he was God indeed.   The Frenchman's God was not the God of Israel, But he had his own, and he was God indeed.  And when the Frenchman's God was done,  He made a new one, and he was God again.  And when the Frenchman's God was done, He made a new one, and he was God again.  And when the Frenchman's God was done, He made a new one, and he was God again.  And when the Frenchman's God was done, He made a new one, and he was God again.  And when the Frenchman's	1
I knew an old house by a wood,    A very lovely thing; There flag-flowers blew; and it was good    To come that way in spring.	0
But the doctor's mind was not so clear,  And he said, "I think I'll try to cure  This poor man's trouble by a thing  That's called a hypodermic syringe."  He took a needle and a vial,  And he gave the patient a good deal  Of something that made him feel quite well,  But it didn't do any good at all.  He thought he'd try another thing,  So he gave him some more of the same;  But it did no good at all,  And the patient died that very same.  The doctor was very much distressed,  And he said, "I think I'll try to rest."  He went to bed,	1
It was written by William Shakespeare.	0
16th-century poetry.  insufficient information. 16th-century poetry. 1	1
It was written more than a century earlier.	0
It was written by a woman.  insufficent information.  This is a poem by	1
It is from a play set in Denmark.	0
1880 was the year of Shakespeare's death. 1880 was the year	1
Changes vast, and quick succeeding, E'er on Hist'ry's page we find, Noting rise and fall of nations, Typical of public mind E'er desiring something novel. Now a century has flown, Noting years of independence, In which stars and stripes have grown, And the eagle's spread his pinions larger o'er the States' dominions.	0
Centennial! the word is ominous,   Engraved on the page of history;   Ere yet the first century's span   Is passed, the world has changed its mind.   The old order changeth, yielding place   To one which is better, nobler, grander;   And the new-born hopes of man are raised   To heights where the old despairing soul   Could never have dared to look.   The old order changeth, yielding place   To one which is better, nobler, grander;   And the new-born hopes of man are raised   To heights where the old despairing soul   Could never have dared to look.   And the new-born hopes of man are raised   To	1
There's a shadow ever creeping O'er us always, waking, sleeping;	0
The creeping shadow, like a ghost,  Flits o'er the face of earth.  (W. E. Henley.)  The shadow of the night is long,  And the stars are dim and few.  (W. E. Henley.)  The shadow of the night is long,  And the stars are dim and few.  (W. E. Henley.)  The shadow of the night is long,  And the stars are dim and few.  (W. E. Henley.)  The shadow of the night is long,  And the stars are dim and few.  (W. E. Henley.)  The shadow of the night is long,  And the stars are dim	1
And when darkest shades are creeping, Then we'll wake where is no sleeping.	0
The sun is setting, and the birds are sleeping,  And all the world is still.   [END]	1
When God pronounced his work all good He must have thought of the old oak wood, Of the old oak wood on an autumn day With the sunshine goldening all that way	0
The oak wood, with its stately trees,  Is like a forest of old kings.  The oak wood, with its stately trees,  Is like a forest of old kings.  The oak wood, with its stately trees,  Is like a forest of old kings.  The oak wood, with its stately trees,  Is like a forest of old kings.  The oak wood, with its stately trees,  Is like a forest of old kings.  The oak wood, with its stately trees,  Is like a forest of old kings.  The oak wood, with its stately trees,  Is like a forest of old kings.  The oak wood, with its stately trees,	1
O gentle days of Autumn! O holy days of gray! That with an inner rapture In meditation stray.	0
1. Autumn days are like the years, 2. They come and go, and we forget 3. The time when they were young and gay, 4. And all the joy that they had brought. 5. But the leaves that fall from the trees 6. Are like the memories of life; 7. And though the leaves may be gone, 8. The trees still stand and live on. 9. So let us not forget the past, 10. For it is the foundation of the present; 11. And though the past may be gone, 12. It lives in the hearts of men. 13. And though the leaves may be gone, 14	1
Spirit Immortal surely this must be A vision of Thy glory: on the hills A beauty not of earth, the light that fills The chambers of Thy presence eternally!	0
O God! how beautiful is this!  The sun is setting in the west;  The clouds are glowing with a light  That seems to be the glory of thy throne.  (Frank David Boynton)  (1865-1932)  (American)  (Educator)  (Historian)  (Civics teacher)  (Textbook writer)  (Author)  (Christian)  (Protestant)  (Methodist)  (Unitarian)  (Unitarian Universalist)  (Liberal)  (Progressive)  (Republican)  (Conservative)  (Moderate)  (Liberal Republican)  (Liberal conservative)	1
This is five-foot iambic verse, with alternate (abab) rhyme.	0
8-line stanzas, rhyming ababccdd.  insufficient information.  insufficient information.  insufficient information.  insufficient information.  insufficient information.	1
I made no friends; as soon as school was done  I used to trudge off gravely by myself To lord it in the kingdom of my choice; A pebbly beach, walled in on every side	0
