text	label
"I don't think I ever heard of any one dancing in heaven," said Marion, with a little laugh. "I suppose they have no time for it."  "No, I don't suppose they do," said Eurie, with a sigh. "But I should like to see them	1
That is one of the marked difficulties. Now I have heard people talk, who led you to infer that it was the easiest thing in life to mold these young teachers into the required shape and form; that you had only to sweetly suggest and advise and direct, and they sweetly succumbed. Now, don't their mothers know that young ladies naturally do no such thing?	0
"I don't know what to do with you, my dear," said Marion, shaking her head. "I don't know what to do with you."  "I don't know what to do with you, my dear," said Marion, shaking her head. "I don't know what to do with you."  "I don't know what to do with you, my dear," said Marion, shaking her head. "I don't know what to do with you."  "I don't know what to do with you, my dear," said Marion, shaking her head. "I don't know what to do with you."  "I don't know what to do	1
Sure enough, Little Flossy, where are your verses? You were going to give us whatever you found in the Bible. You were the best witness of all, because you brought such an unprejudiced determination to the search.	0
"Flossy, dear, I have found some beautiful verses in my Bible. Will you read them to me?"  "I will, Marion; but I must first tell you how I found them."  "Oh, never mind that now, Flossy. Read the verses."  "Well, then, Marion, I was reading the Bible, and I came to the place where	1
You are mistaken in supposing him to be a friend of mine. We have the most distant speaking acquaintance only, and I have a dislike for him amounting to absolute aversion.	0
"Young Mitchell? I don't know him. I never saw him." "But he is a young man, isn't he?" "No, he is not. He is a boy, and a very small one, too." "Oh, I see. I thought he was a young man." "I hate him," said Ruth, with a sudden burst of feeling. "I hate him." "Why do you hate him?" "Because he is so disagreeable, and because he is	1
I don't in the least understand what you are talking about. Of what interest could it have been to Dr. Dennis what I am doing; and why should he have delivered a lecture?	0
"I don't understand it," she said, with a puzzled look. "Why should he want to know about our card game?"  "He is very curious," said Eurie, "and he wants to know everything."  "Oh, I see," said Flossy, with a smile. "I suppose he thinks it is very interesting."  "Yes," said Eurie,	1
I haven't them ready, Dr. Dennis; I'm real sorry, and it's my fault, too. I had time to copy them, and I just didn't do it.	0
"I'm sorry, Dr. Dennis, I've been so busy, I haven't had time to copy them."  "I know, Marion, I know," said the doctor, kindly.  "But I'll have to have them, you see, and I must have them now."  "Oh, yes, I understand, Dr. Dennis; I'll get them for you right	1
I have not been very often, it is true; but I intend to reform in that respect in the future. I mean to go whenever I can, and I mean to go always to the First Church.	0
"I have been so busy lately," she said, "that I have neglected my church duties."  "I am sorry for it," said Col. Baker.  "I think it is a great pity."  "I mean to try and do better," said Flossy, flushing.  "I will go to church every Sunday, and try to make it a habit."  "	1
No, I didn’t mean to; and as to that, I never meant to do anything that was not just right in my life; but I meant to have just exactly my own way of doing things, and I tell you I took it. Now, Marion, while I blame myself as no other person ever can, I still blame others. I was never taught as I should have been about the sacredness of human loves, and the awfulness of human vows and pledges.	0
"I have been a wicked girl, Marion, and I am ashamed of myself. I will try to be better now."  Ruth's voice was low and tremulous.  "I will try to be better now."  She spoke as if she were speaking to herself.  "I will try to be better now."  She repeated it over and over again, as if she were trying to make it true.  "I will try to be better now."  She said it so earnestly that Marion believed her.  "I will try to be better now."  She said it so earnestly that Marion believed her.  "I will try to be better now."  She said it so earnestly that Marion believed her.  "I will try to be better now."  She said it so earnestly that Marion believed her.  "I will try to be	1
And your muster? How do you collect your men, Captain, and what number could you bring into the field—pardon, I ought to say, into the streets, with six hours' notice? All armed?	0
"I have no doubt of it," said De Vaucourt, "but I want to know if you could do it in time? " "In time! " repeated the grocer, with a laugh. "Why, sir, I could do it in an hour." "And what would be the cost?" "Oh, that's nothing. I should only have to pay the men their	1
I will not argue the point with you. You must make your own choice. It is quite simple—life or death!	0
"I have no time to waste," said Coupe-tête, "and I am not going to be trifled with."  "What do you mean?" asked Count Arnold.  "I mean that you must either live or die."  "But why?"  "Because I say so."	1
Did you not hear it? It is quiet now, but it was loud enough a moment back. Do not look so scared, child; it is nothing.	0
"It was only a dream, Rosine, and I am not afraid."  She rose, and went to the window, and stood looking out into the darkness.  "I am not afraid," she repeated.  "I have no fear of anything."  She turned, and looked at	1
That is why I brought her to Paris, in order to lose ourselves in the crowd of this great capital. That is why I took an apartment for herself and her grandmother, here in this very street, near you and Coupe‑tête, who are our only friends, and lodged myself where I can see her, and watch over her day by day. I am strong.	0
"I will not leave her," he said, with a firmness which was almost stern. "I will not leave her, Léonie."  "But, Pierre, you must," she said, with a voice trembling with emotion. "You must, or I shall die."  "No, no, Léonie," he said, with a deep sigh. "I will not leave her. I will not leave her."  "Then, Pierre, you are a fool," she said, with a bitter smile. "A fool, and a coward."  "No, no, Léonie," he said, with a deep sigh. "I am	1
Pardon, mademoiselle! Permit me to offer my assistance; there-take my hand in yours; don't be afraid of hurting me, I can bear a good deal of squeezing without crying out. Excuse me if I embrace you too tightly: from such a situation one is only extricated by main force.	0
"I am not a man to be trifled with, my dear," said he, with a laugh. "I have a great deal of money, and I am not afraid to spend it."  "Oh, I know that," she answered, with a smile. "But I am not afraid of you, either."  "No, I dare say not," he replied, with a bow. "You are a very brave girl."  "And you are a very foolish man,"	1
Friends! Ye call that man a friend? Tell me how did he know ye were goin for turf the day?	0
"Nan, I've come to know the truth. I've come to know the whole truth."  "I've come to know that you have been unfaithful to me, Nan."  "I've come to know that you have been unfaithful to me, Nan, and	1
Oh, God help me, an God help us all, an' keep us for Christ's sake. Amen.	0
"Oh, God! Oh, God! I am so miserable! I am so miserable! I am so miserable!"  Nancy sobbed out her despair.  "I am so miserable!"  She threw herself down on the bed, and buried her face in the pillow.  "Oh,	1
I can't think how you came by such a notion, Marian,	0
"I don't think it wise, Marian, to go to a woman like that. She's a washerwoman, and she's not a good sort."  "She's a very good sort, Frank, and she's a great friend of mine."  "Well, I don't care	1
I know you, Frank, you rascal; I know you.	0
"I have been a gardener all my life," he said, "and I have never known a better time than now. I have always loved flowers, and I have always loved the open air."  "And you have always been a good gardener?" asked Frank. "Yes, I	1
I know it, I know it. It's hell itself. And you, Frank Barry, you of all men, you with the truest woman for sweetheart and wife in all the world, you to do this!	0
"I've been thinking, Frank, and I've come to the conclusion that you're a damned fool."  "I don't know what you mean," said Frank, with a sneer.  "I mean that you're a damned fool, and that you'll go to hell if you don't mend your ways."  "Oh, rot!" said Frank, with a laugh.  "I'm not going to hell, and I don't care whether I do or not."	1
Wantin' to run off to your uncle, indeed! Yes, that's what he was after, Nan.	0
"I'll go, Nan, if you're going. I've been thinking it over, and I'm tired of the place. I'll go."  "I'll go too," said Nan. "I'm tired of the place, and I want to see the world."  "I'll go too," said old John. "I'm tired of the place, and I want to	1
Its getting late, Mrs. Butler. I must be off, I fear.	0
"I'll be back soon, Mrs. Butler," he said, smiling. "I'll be back soon."  "Good-bye, Frank," she answered, and he went out.  "Good-bye, John," he called, and then he was gone.  "Good-b	1
Hello, uncle, I didnt expect to find you up so late.	0
"I'll have some supper, Hugh, if you don't mind." "I'll have some too, I think," said Hugh. "I'm hungry enough." "Well, I'll have some too, then," said Frank. "I've been walking all day." "I'll have some too, then," said Hugh. "I'm hungry enough." "I'll have some too	1
He deserves the very best the world can give him. There's not his like in all London. Your pity!	0
"I don't care for Ted," said Nan, with a little laugh. "He's a nice boy, but I don't care for him." "I'm sorry," said Frank, "I didn't mean to hurt your feelings." "Oh, never mind," said Nan, "it	1
Who would save Ireland, sir? Would England, sir? Would politicians, sir?	0
"Ireland is a country of her own, and she has a right to be independent. She has been wronged, and she has a right to be avenged."  "And what is the use of being independent if you are not free?"  "We have been free, and we have been independent, and we have been both at the same time."  "But we have	1
Thank you for the money. I am most careful, and am keeping a strict account. Yes; it is quite sufficient.	0
"I am so glad you have come, Frank. I have been waiting for you."  "I have been thinking over your letter, Frank, and I think it would be better if you were to take the boy with you."  "I have been thinking over your letter, Frank, and	1
Aw, yes, we've come to an understandin' at last.	0
"I'm glad we've come to an understanding, Barry," said Ted, with a smile. "I'm glad, too."  "I'm glad, too," said Barry, with a	1
I'll allow ye. By God, I'll allow ye! Come out.	0
"I'll have my own way, Nan, or I'll go without."  "You're a fool, Ted," said Frank.  "I'll have my own way, Nan, or I'll go without."  "You're a fool, Ted," said Frank.  "I	1
Let me go; let me go. I'm a fool. No one cares for me now.	0
"I'm going to be a good boy, and go to bed, and sleep till morning." He turned to me. "Good-bye, old man. I'll see you again some day." He shook hands, and went out.	1
Its this, its about yourself. What ails ye? I don't like to see ye.	0
"Why did you leave Camberwell? I thought you were going to stay there." "I was going to stay, but I couldn't." "You couldn't?" "No, I couldn	1
I don't believe you. I believe you are as false now as you have always been. Your weakness and thoughtlessness, your talk of pity and help!	0
"I am glad to see you, Marian," said he, with a smile. "I have been expecting you."  "I have come to tell you that I am going away," she answered.  "Going away? Where?"  "To America."  "To America! Why?"  "Because I have found out that I cannot live here."  "Why not?"  "	1
It'll be fine weather, Mr. Barry?	0
"I'm glad to see you, Hugh," said Nan, smiling. "It's a fine day, isn't it?" "Yes, it's a lovely day," said Hugh. "I'm going to take the train to Dublin." "Oh, I wish I could go too," said	1
Well, Frank, my boy, what's your opinion, now, of things in general?	0
"I think it's a good thing," said Dad, "that we have got rid of the old man. He was a nuisance."  "Yes, he was," said Frank.  "He was always getting into trouble, and making us all uncomfortable."  "I don't know what we should do without you, Dad," said Marian.  "Oh, I'm not so bad	1
Now, Mr. Barry, now I'll do till supper time. Faith, an' bad manners to me keepin' ye there this long. But you'll know, sacks an stomachs were made to be filled.	0
"I'll be there, sure, if I'm alive. I'll be there, sure, if I'm alive."  "I'll be there, sure, if I'm alive."  "I'll be there, sure, if I'm alive."  "I'll be there, sure, if I'm alive."  "I'll be there, sure, if I'm alive	1
Ay, ay. Love an' blarney, love that makes the world go round, an' blarney that keeps it goin. Ay, ay.	0
"I'll be damned if I'll go to work, I'll be damned if I'll go to work."  "I'll be damned if I'll go to work, I'll be damned if I'll go to work."  "I'll be damned if I'll go to work,	1
Yes, its that, Marian? Well, and I have come to tell you to help you get it back. Listen to me, Marian.	0
"I have been thinking of you all the time, Marian, and I want to make it up to you."  "I don't want to be made up to," she said, her voice trembling.  "I want to be loved."  "I will love you, Marian, if	1
Listen, Marian. I've something to say to you, and I must say it. I've come to bring you back.	0
"Marian, Marian, why don't you speak? I've been waiting for you all the time."  "I'm not going to speak," said Marian, looking at him with a strange, hard look.  "Why not?" asked Frank, puzzled.  "Because I don't want to."  "But why not?"  "Because I don't want to."  "	1
I am sure, I am quite sure we should all be so glad if you and Lady Sylvia would come over and spend the evening with us; we would make Lady Sylvia the presiding fairy to distribute the gifts from the Christmas-tree. It is the most splendid one we have ever had—	0
"I have invited Lady Sylvia to come and spend Christmas with me. I am so glad! I shall be so happy!"  She clasped her hands together, and looked up into the sky.  "Oh, how beautiful it is! I feel as if I could fly up there."  She laughed, and then burst into tears.  "I am so happy! I am so happy!"  She threw herself on the sofa, and sobbed.  "Oh, how beautiful it is! I feel as if I could fly up there."  She laughed, and then burst into	1
Look here, child. Do you see that? That is a fork.	0
"I am sure you will find it very useful, my dear," said the queen, smiling. "It is a great convenience."  "Oh, yes, I see," said the lady,	1
You see, Lady Sylvia, I am only an apprentice as yet. I am only learning how to use my tools. And the fact is, there is not one man in fifty in the House who fancies that any tools are necessary.	0
"I have no objection to your going, but I wish you would take care of yourself."  "I am not going to be killed, if that is what you mean," she answered, with a smile.  "I am not afraid of being killed, but I am afraid of being hurt."  "You are a fool, then," said Balfour, with a laugh.  "I am not afraid of being hurt, but I am afraid of being misunderstood."  "That	1
It must be a good thing for a man to have a woman beside him whose very presence will make the world sweet and wholesome to him.	0
"I have no doubt that the London woman is a very fine creature, but she is not made for the country. She is not made for the country, I say."  "A wife is a great help to a man, and a great comfort, and a great support."  "And	1
I am sure Mr. Balfour would rather walk, papa, for I have discovered a whole series of short-cuts that I want to show him—across the fields. Unless it will tire you, papa ?	0
"I will show you a short cut, if you will come with me." "I will go with you, then," he answered, smiling. "I am sure I shall be delighted to see Balfour." "He is not at home, but I will take you to his rooms." "I should like that very much." "I will show you the way." "Thank you,	1
Look at the wines. The claret is nearly all Lafitte. I suppose those toadies of his have supplied him with a vin ordinaire at 120 shillings a dozen.	0
"I have no objection to the wine, but I do object to the price."  "It is a pity that the place is so ruined."  "Yes, it is a pity, but it is not my fault."  "I am sure it is not your fault, my lord."	1
I, at least, will not interfere in this election. Gentlemen, good-morning. Eugenius, the chaise is at the door.	0
"I have no right to interfere in the election of a Member of Parliament, and I will not do so."  She paused, and then added, "I am not going to be a candidate	1
You must excuse me, Sylvia; I cannot possibly go over with you to lunch. I have some business which will detain me half an hour at least—perhaps more. But your uncle and aunt can go with you.	0
"I am not going to the Hall to-day, I think," said Lord Willowby, with a sigh. "I have been so long away from home, and I want to see my own people."  "Oh, don't be so selfish, Willie," said Mrs. Willowby. "You are always thinking of yourself."  "I am not selfish, mother," said Lord Willow	1
But how would you explain this working of His power? We are too fond of explaining things nowadays. And until we know how to use them we shall probably not get the wings.	0
"I don't know what you mean by 'limits of human explanation.' I believe in God, and I believe in miracles."  "But you don't believe in the supernatural?"  "No, I don't."  "Then you are not a Christian."  "I am a Christian, but I don't believe in the supernatural."  "You are a very modern man, Mr	1
I am very much disappointed in Summerglade's contribution-very much disappointed indeed. I consider it most shabby. As a matter of fact I don't think it is large enough to entitle them to a grant from the Guild at all.	0
"I am sorry, but I cannot accept your offer. We shall have to go without garments."  "I am afraid we shall have to go without garments," said Annabel.  "I am sorry, but I cannot accept your offer."  "I am afraid we shall have to go without garments."  "I am sorry, but I cannot accept your offer."  "I am	1
Well, you see, Master Reggie, when I was that set against his coming to the Manor, he was strong and well, and so could stand up to me, as you might say: but now he is too weak and ill to hurt a fly. There's lots of folks as you can't stand at any price when they are able to stick up for themselves: but when they are knocked down you'd do anything you could to help them to get up again.	0
"I don't know what I was thinking of. I'm sorry, Frank. I'll do anything I can."  "You're a good girl, Ponty," said Frank, smiling.  "I'm glad you've changed your mind."  "I've changed my mind," said Ponty, "because I've found out that you're a good fellow, and that you're not going to be a nuisance after all."  "I'm glad you've changed your mind," said Frank, smiling again.  "I'm glad too. I've been worrying about you,	1
But smoking or no smoking, it's a fair treat to see you and Miss Annabel at home again, for when all's said and done the house don't seem like the house without you. For my part, I don't hold with so much gadding about.	0
"I don't smoke, but I do like a pipe now and then. It's so comfortable." "Miss Annabel has been trying to get me to give it up, but I'm not going to be bullied into it." "It's a good thing to have a comfortable home, isn't it?" "Yes, it is." "And a nice garden." "Yes, it is." "And a nice housekeeper." "Yes, it is." "And a nice cook."	1
So it is for ordinary jewellery, but wedding-rings, I have always heard, are made of twenty-two carat. At least that is what is generally believed; but I cannot say whether it is more than a tradition, like the idea that the sun will put a fire out.	0
"I don't believe in rings," said Arthur. "They are only a piece of jewellery, and jewellery is superstitious."  "But they are beautiful," I said. "Yes, but so is a fire, and we don't worship it."  "But we do worship the sun," I said. "We worship the sun, and we worship the moon, and we worship	1
I'm quite well. And you? I was instructed to communicate with you as soon as I had anything of importance to send over.	0
"I have been sent to you by the American Government," he said, "to ask you to do me a favor."  "What is it?" she asked.  "To help me to get into Germany."  "Why?"  "Because I am going to spy on the Germans."	1
I assure you, sir, that I acted from the best of motives. I am deeply grateful to you, sir, for your kindness, and I assure you I shall do my best to justify it. I am sure you will see that for the young woman to have been placed under arrest while in my rooms would have been a serious blow to her reputation.	0
"I am not a spy," he said quietly. "I am a soldier."  "A soldier?" repeated Lord Brooke. "Yes, a soldier," replied Hoffman. "I am a member of the British Army, and I have been sent here on special service."  "Special service?" echoed Lord Brooke. "Yes, special service," replied Hoffman. "I am here to help you."  "To help me?" repeated Lord Brooke. "Yes, to help you," replied Hoffman. "I am here to help you to escape from this country."  "To escape from this country?" repeated Lord Brooke. "Yes, to escape from this country," replied Hoffman. "I	1
Your excellency why should I be placed under arrest? I am trying to serve your interests.	0
"I am a spy," he said quietly. "I have been sent here to gather information."  "You are a spy?" repeated the Governor. "Yes," answered Hoffman. "I am	1
What can I do for you my girl? What is your name?	0
"I am Miss Mary Ann Hargrave, of 426 West 102d Street, New York City." "Miss Hargrave, I have been told that	1
My friend, from now on, please understand that I represent Herr Schwartz, here in London. You have been suspicious of me, from the start, as indeed we have been of you. The time for all that is ended.	0
"I am a spy," she said quietly. "I am here to represent Herr Schwartz."  Hoffman's eyes opened wide. He could not believe his ears.  "You are a spy?" he asked.  "Yes," she answered.  "And what do you want?"  "To know if you have any information for me."  "Information? What sort of information?"	1
I have cut the thongs from Sha-hehe. Cover her and heal her, old woman, against the time I come again. I shall want her then.	0
"I have cut the thongs from Sha-hehe, and I will not let him go until he is healed."  He turned to the girl, and his eyes were full of a strange light. "Come, come, little one, heal my brother."  "I will do it,"	1
Wait: I have tea that my father got at Fort Simpson. I will bring you some; it will do you good.	0
"I have come to see you, Tashekah, and to give you this bracelet."  She held out the bracelet, and then, after a moment's pause, she added: "I have come to see you, Tashekah, and to give you this bracelet."  She held	1
I would make his blood run, Ka-kee. I can do it. See my hand!	0
"I will try," he said, "but I cannot promise success."  He laid his hand on the child's head, and closed his eyes.  A low moan came from the lips of the little sufferer.  Kah-sha opened his eyes, and looked at the child.	1
He has never stood on them since that dreadful night. All his life is in his head. You can see that he knows things that other people never think.	0
"He has been sick, and I have been afraid to let him go out to play, but he is better now."  She looked up at Kin-da-shon, and then down at the little boy, who was still asleep.  "I am glad he is better," said Kin-da	1
Then I will stay; my heart shall be strong to do it; and I have been too long away from poor little Ch-one	0
"I will stay," said Kasko, "and help Ch-one."  "I will stay," said Kasko, "and help Ch-one."  "I will stay," said Kasko, "and help Ch-one."  "I will stay," said Kasko	1
Your daughter is a faded bearskin; she's worth nothing to me. I shall never trouble myself to ask you or your tribe for so much as a rabbit-skin—it would be a cheat. Do you want to hear more?	0
"Give us blankets, or we will take them."  "We are the lords of this land, and we will have our way."  "I am the chief of the people, and I will have my way."  "I am the chief of the people, and I will have my way."  "I am the chief of the people, and I will have my way."  "I am the chief of the people, and I will have my way."  "I am	1
So, so, my fair one, you are courting the raven tonight? He is a black lover for the rice-blossom. Let us awaken his jealousy—he will hold you the tighter by and by.	0
"Awake, awake, my child!  Let the jealousy of the raven burn in her heart."  "Awake, awake, my child!  Let the jealousy of the raven burn in her heart."  "Awake, awake, my child!  Let the jealousy of the raven burn in her heart."  "Awake, awake, my child!  Let	1
I thank you much if you will give me even a little of his word-my soul is more in need than my body has been this day; my heart is more cold, more hungry, more sick, more blind than my body can ever be. O friend, if you have medicine for sick souls, give me some before I die! I have seen you talking to your great Spirit—you have found one who makes you not afraid.	0
"Samuel, I am sick, very sick. I have no strength left. I cannot go on. I must die. I want to be healed. I want to be made whole."  Kah-sha's eyes are full of tears.  "I am ready to die, Samuel. I am ready to die. I am ready to die."  Kah-sha's voice is almost a whisper.  "I am ready to die."  Kah-sha's head sinks upon his breast.  "I am ready to die."  Kah-sha's voice is almost a moan.  "I am ready to die."  Kah-sha's head sinks lower and lower.  "I am ready to die."  Kah-sha's voice is almost a groan	1
You are one of us now, I have long waited for your coming. You have been watched. Ha!	0
"I am glad to see you, Mr. Archer," said I. "I have heard much of you." "Ah! " said Archer, "you have heard much of me. I have been a great deal talked of lately. I have been a great deal talked of lately. I have	1
Young man, it is fifty years and more since I first heard discussions on these subjects which now interest you—and the whole world—so deeply. I have sat at tables where Voltaire, Diderot, D'Alembert, even your Bolingbroke, freely discussed the sovereignty of the people. I have lived to see these ideas put in practice across the ocean.	0
"I have been thinking of the great men of the eighteenth century, and how they have influenced the world. I have been thinking of Voltaire, of Rousseau, of Diderot, of Helvetius, of Montesquieu, of all those who have done so much for the enlightenment of mankind." "And what have you done for them?" said I. "I have done nothing," he answered. "I have never written a line, nor spoken a word. I have never even thought a thought. I have only lived in my own little corner of the world,	1
Alas! what things have fallen upon me since last I stood here!	0
"I am so unhappy, so unhappy! I cannot bear it any longer. I must go away from here, and never come back again."  "But why?"  "Because I cannot bear	1
General Washington himself! He is going somewhere. I wish I knew where he is going.	0
"I have seen the enemy's batteries," said Lee, "and they are very formidable."  "Yes, I know," said Washington, "but we shall soon be ready to meet them."  "I hope so," said Lee, "for I am anxious to see the fight."	1
Lee Bowie, you are a brave fellow. I mean to be over there at Manchester, on the other side of the James, at about ten oclock to-morrow. Get across as soon as you have learned all you can, but you may not be able to do that the first day.	0
"I don't want to hear any more of your nonsense. I have told you what I expect of you. You are to be here at eight o'clock sharp, and you are to be sober. If you are not, I will have you arrested."  "Yes, sir," said Lee, with a sigh of relief. "I'll be here, and I'll be sober."  "Good!" said the Governor, with a nod. "Now, go home and get some sleep. You look as if you had been up all night."  "I have been up all night	1
Bring the young wolf to me. Ill see what there is in him.	0
"I want to see him," said Arnold, "and I want to see him now."  "He's gone to the river," said Lee.  "Well, then, I'll go	1
An apple orchard smells like wine; A succory flower is blue; Until Grief touched these eyes of mine, Such things I never knew.	0
A man may be wise without knowing it, But he's wiser when he has tasted wine; And so I have learned, and I'll tell you my story, For I've been a fool, and I've been a wine.  (Spicewood)  (1921)  (Lizette Woodworth Reese)  (American)  (1850-1926)  (Poet)  (Teacher)  (American)  (1921)  (Spicewood)  (Poem)  (American)  (1850-1926)  (Lizette Woodworth Reese)  (American)  (19	1
There is a house builded of God, Beyond the fret of time or clod;	0
God's love is like the sun,  And shines on all mankind.   And though it may be dim,  It still is shining bright.   The light may be obscured,  But still it shines on all.   And though we may not see,  We know it is there still.   So let us trust in God,  And know He loves us well.   For though we may not see,  His love will never fail.   And though we may be lost,  He will still guide us home.   So let us trust in God,  And know He loves us well.   For though we may not see,  His love will never fail.   And though we may be lost,  He will	1
I knew an old house by a wood,    A very lovely thing; There flag-flowers blew; and it was good    To come that way in spring.	0
The old man's eyes were dim and blue,  And his voice was hoarse and thin;  But he said, "I'll tell you what I knew,  And you'll see it's all a thing."  He said, "I was a soldier once,  And I fought in many wars;  But I never saw a sight like this,  Since I left my native shores."  He said, "I was a soldier once,  And I fought in many wars;  But I never saw a sight like this,  Since I left my native shores."  He said, "I was a soldier once,  And I fought in many wars;  But I never saw a sight like this,  Since	1
It was written by William Shakespeare.	0
16th-century English. insufficient information.   The passage is from Shakespeare's sonnet 7	1
It was written more than a century earlier.	0
It was written by a woman.  [Emily Dickinson]  [p. 354	1
It is from a play set in Denmark.	0
1609 was the date of the first quarto edition. 1623 was	1
Changes vast, and quick succeeding, E'er on Hist'ry's page we find, Noting rise and fall of nations, Typical of public mind E'er desiring something novel. Now a century has flown, Noting years of independence, In which stars and stripes have grown, And the eagle's spread his pinions larger o'er the States' dominions.	0
1. C 2. E 3. N 4. T 5. H 6. E 7. N 8. N 9. A 10. L 11. I 12. A 13. L 14. Y  3	1
There's a shadow ever creeping O'er us always, waking, sleeping;	0
The creeping shadow, like a ghost,  Creeps o'er the earth, and leaves its mark.  (TETRAMETER)  (FEMININE RHYME)  (TROCHAIC)  (TETRAMETER)  (TROCHAIC)  (TETRAMETER)  (TROCHAIC)  (TETRAMETER)  (TROCHAIC)  (TETRAMETER)  (TROCHAIC)  (TETRAMETER)  (TROCHAIC)  (TETRAMETER)  (TROCHAIC)  (TETRAMETER)  (TROCHAIC)  (TETRAMETER)	1
And when darkest shades are creeping, Then we'll wake where is no sleeping.	0
The stars are shining, the moon is sleeping,  And all the world is still.   [END]	1
When God pronounced his work all good He must have thought of the old oak wood, Of the old oak wood on an autumn day With the sunshine goldening all that way	0
The oak wood, with its boughs and branches,  Is like a forest of the sky.  The leaves are green, the bark is brown,  And all the birds are singing high.  The oak wood, with its boughs and branches,  Is like a forest of the sky.  The leaves are green, the bark is brown,  And all the birds are singing high.  The oak wood, with its boughs and branches,  Is like a forest of the sky.  The leaves are green, the bark is brown,  And all the birds are singing high.  The oak wood, with its boughs and branches,  Is like a forest of the sky.  The leaves	1
O gentle days of Autumn! O holy days of gray! That with an inner rapture In meditation stray.	0
1. Autumn days are like a dream, 2. And the leaves are falling fast; 3. But the sun shines bright and warm, 4. And the birds are singing past.  33	1
Spirit Immortal surely this must be A vision of Thy glory: on the hills A beauty not of earth, the light that fills The chambers of Thy presence eternally!	0
O Thou who art the Sun of all our days!  How sweetly dost thou sink to rest at last!  And how the world, with all its cares and pains,  Is hushed to sleep beneath thy golden vest!  (Ingram Crockett, "Beneath Blue Skies and Gray," 1898)  [Note: The original text is written in iambic tetrameter, but has been converted to iambic pentameter for the purposes of this exercise.]  [Note: The original text is written in iambic tetrameter, but has been converted to iambic pentameter for the purposes of this exercise.]  [Note: The original text is written in	1
This is five-foot iambic verse, with alternate (abab) rhyme.	0
4/4, 4/4, 4/4, 4/4; ABAB.  insufficient information.  insufficient information.  insufficient information.  insufficient	1
I made no friends; as soon as school was done  I used to trudge off gravely by myself To lord it in the kingdom of my choice; A pebbly beach, walled in on every side	0
I loved the sea, and loved it more than men, And loved the sea because it was not men.  I loved the sea because it was not men, And loved the sea because it was not men.  I loved the sea because it was not men, And loved the sea because it was not men.  I loved the sea because it was not men, And loved the sea because it was not men.  I loved the sea because it was not men, And loved the sea because it was not men.  I loved the sea because it was not men, And loved the sea because it was not men.  I loved the sea because it was not men, And loved the sea because it was not men.  I	1
All this has science wrought. So much is now Done by machinery, that the race of men Are scarcely more than tools in the great mill Of modern industry.	0
