text	label
105. The number of students admitted to attend the courses in military schools shall be strictly in proportion to the vacancies to be filled in the cadres of officers. The students and the cadres	1
Sweetest and best of Girls.	0
"I love you, my dearest." 135. 136.	1
because the second curve of outside or inside edge follows directly from the first edge; and the two curves are joined at the point of the turn without the intervention of a bit of curve in the contrary direction	0
52 THE SCHOOL GARDEN BOOK it is easier to make the turn, and the skater is less likely to fall. 53 The passage is written in a straightforward, instructional tone, and describes the advantages of a particular skating technique. The author is a naturalist who wrote a guide for teachers on how to teach children about nature through gardening. He is writing to a general audience	1
though I restrained many things	0
but I did not wish to make her unhappy. 124. THE WILDERNESS	1
Thank you for the money. I am most careful, and am keeping a strict account. Yes; it is quite sufficient.	0
"I am so glad you have come, Frank. I have been waiting for you. I have been so lonely." "I have been thinking of you, Marian, and wondering how you were getting along." "Oh, I have been well enough, thank you. I have been busy with the	1
Such institutions, therefore, are part of the order established by the Founder of the kingdom of heaven.	0
1. They are the means by which the moral and spiritual forces of the universe are brought into play for the benefit of mankind. 2. They are the means by which the moral and spiritual forces of the universe are brought into play for the benefit of mankind. 3. They are the means	1
The authority of the Sacred Scriptures, inclusive of the epistles of apostles, is strongly asserted.	0
1. THE BIBLE IS A DIVINE BOOK. 2. It is the Word of God. 3. It is the Word of God as revealed through the prophets and apostles.	1
so that Solomon employed not his own people to build his Temple; of them it is distinctly stated he made captains and over-lookers only	0
and it was natural that they should regard with horror the erection of any structure which might be associated with the memory of the Egyptian taskmasters. 154 TREATY OF PEACE. [1920. 155. 156. 157	1
The fate of the Wood Duck is determined by its breeding and migration range.	0
100 years ago, the wood duck was almost exterminated in the United States. 100 years ago, the wood duck was almost exterminated in the United States. 10	1
so, if, after leaving New Friendship, you went a little to the right or a little to the left, you would get lost also	0
100 years ago, when the Constitution was adopted, the people of Virginia were not only more intelligent, but more honest, than they are now. 100 years hence, if the Constitution remains unaltered, the people will be less intelligent and less honest than they are now	1
But on the vines they are not so crowded; each one stands sufficiently alone to reveal its loveliness.	0
1. It is not only a waste of time, but it is also a waste of beauty. 2. It is not only a waste of beauty, but it is also a waste of time. 3. It is not only a waste of time, but it is also a waste of	1
Listen, Marian. I've something to say to you, and I must say it. I've come to bring you back.	0
"Marian! Marian!" he cried, and then, seeing her stillness, he added, "I say, Marian, what is the matter?"  "Nothing," she answered, and turned away.  "Nothing! Why, Marian, I say, what is the matter? You are not going to cry, are you?"  "No."  "Then why don't you speak	1
You must excuse me, Sylvia; I cannot possibly go over with you to lunch. I have some business which will detain me half an hour at least—perhaps more. But your uncle and aunt can go with you.	0
"I am not going to lunch with you, my dear," said Lord Willowby, with a sigh. "I have a great deal of work to do."  "Oh, I see," said Sylvia, with a smile. "You are going to write your will."  "Yes, I am going to write my will," said Lord Willowby, with a sigh. "I have	1
so that all its problems are somewhere solved, all its darkest mysteries are known to the supreme Self	0
and therefore, since it includes us, it is at the very least a person, and more definitely conscious than we are; for what it possesses is self-reflecting knowledge, and what is knowledge	1
Good-evenin, Mr. Barry, I hope I'm seein' ye well?	0
"I'm glad it's fine, Frank. I've been longing to get out. I've been shut up all day." "Yes, it's very dull," said Frank. "I've been reading all day." "Oh, have you?" said Sarah. "What have you been reading?" "I've been reading a book called 'The Life of Christ'." "Oh, have	1
I cannot find any information on those films.	0
1934's "Wives Beware."  insufficient information.   [Note: The context is a textbook published in 1866, so it would not contain information about movies released in 1934.]  insufficient information.  insufficient information.	1
But what about the large numbers who are thus left unemployed?	0
154 THE CONSTRUCTION OF CHEMICAL LABORATORIES. It is not a question of whether or not the employer has a right to employ a girl at a certain rate of pay;	1
Yet there are signs, even among the uncivilized, that polygamy is passing away.	0
100 years ago, when the first edition of this book was written, the new system had been in operation only a few years. 100 years later, the new system has been in operation for over a century. 100 years ago, the older system was still dominant	1
They have, however, been paid for by credits upon the account between the town and the State almshouse, and have cost the town less there than they would have cost here.	0
256. We are not prepared to say that this is the case, but it is certainly a matter which should be investigated. 257. It is also desirable that the town should have some means of knowing whether the inmates of the State almshouse are really paupers of the town. 258. We do not think that the town should pay for the support	1
but are well kept and very beautiful	0
but they are beautiful. 120 The Memorial Gardens are beautiful. 121 They are beautiful, but not large	1
This contains the correspondence I mentioned, and some other things of varied importance. Everything about the post is in complete readiness for your own further orders.	0
"I have brought you these papers, sir," said Arnold, handing them over. "I have given orders to the men to be ready to move at any moment." "Very well, very well," said Philips, with a nod. "I am glad to hear it. I am glad to hear it." "I am sorry, sir, that I have been superseded," said Arnold,	1
I have no information about a person of that name.	0
1785-1862, English cook, author of "The Art of Cookery."  insufficient information.   [Note: The context is a textbook on cooking published in 1901. The author is Katharine Rolston Fisher, an American bibliographer and	1
Uncle Gideon, my mother bids me tell you that she is dying, and that you must come to her at once.	0
"Mother is dying, Gideon; go, go at once."  "I will go, Elsie, I will go."  "Go quickly, Gideon, go quickly."  "I will go, Elsie, I will go."  "Go, Gideon, go,	1
but if their letters are valuable with such a defect, how much more so they would be without it!	0
But it is not necessary that a man should write badly because he is great.  There is no reason why a man should not write well, and yet be a great man.  The two things	1
if he finds the doors or windows open and no one to answer his knock, he may enter	0
1. If the meat is not yet cooked, it is not necessary to have a search warrant. 2. If the meat is not yet cooked, it is not necessary to have a search warrant. 3. If the meat is not yet cooked, it is not necessary to have a search	1
But in our days of Indifferentism, which are not blessed with the charm of the new nor with the sweetness of the old in Religion, the prerogatives of nature have a special claim on priests.	0
152 This claim is emphasized by the cultivation and information of the masses around us. 153 But now that the Faith has been lost, and the Faithful are no longer held together by the sweet ties of religion, the necessity for the existence of the priestly class is more than ever apparent. 154 The priest is now the only link between the people and their God	1
It was written by William Shakespeare.	0
16th-century English poetry.  insufficient information.   The passage is from Shakespeare's Sonnet	1
I don't know. No information on Jean Harlow is available in this guide.	0
1926, "The New York Hat."  insufficient information.   [Note: The context is an encyclopedia published in 1897, so it would not have information on Jean Harlow, who was born in 1911.]  insufficient information.	1
Thucydides is not moralizing, or actuated by malignity.	0
100 years ago, when the Greeks were fighting against Persia, the Persians had a fleet of ships, and they sailed into a place called Pylos, and they took it by surprise	1
if the Peloponnesians had been more energetic	0
1. If they had been willing to take advantage of the situation, and had not been deterred	1
Hugo Gernsback is a wireless enthusiast who edits the magazine Modern Electrics, but I am not aware of any literary terms he invented.	0
"Science fiction."  insufficient information. 1897.	1
468 cu. ft.; or 3 Cd. 84 cu. ft.	0
312 cubic feet, or 12 cords.  insufficient information.  insufficient	1
The effect and the result increased his confidence in alcoholic stimulation.	0
103. It is not surprising that he should have been a great drinker. 104. It is not surprising that he should have been a great drinker. 10	1
Who would save Ireland, sir? Would England, sir? Would politicians, sir?	0
"I'm not going to be a slave to the British any longer. I'm going to be free, and I'm going to be a good citizen of my own country."  "I'm going to be a good citizen of my own country."  "I'm going to be a good citizen of my own country."  "I'm going to be a good citizen of my own country	1
Consistently therefore it is appropriately the flag of surrender and of truce.	0
256. Hence it is that black is used as a symbol of sorrow, death, mourning, calamity, and sin. 257. Red is the color of blood, and hence is associated with life, joy, gladness, and love. 258. It	1
so that eventually every revelation made in Greek came with wings	0
and the world was taught by them.  Wright, William Burnet (1886). Ancient Cities From the Dawn to the Daylight. New York: Charles Scribner's Sons	1
But with the consent of the parties, a judge may decide such a question beyond the limits stated.	0
1. The right of appeal to the County Court Judge is not, however, confined to those who have been parties to the proceedings before the Committee. 2. It is open to any person who	1
Thus a total of seventy-two modern vessels at the same time could load or unload their cargoes.	0
125,000 tons of ore can be handled daily. 125,000 tons of ore can be handled daily. 125,000 tons	1
although God forbid it should come by force, I trust will come with the organised education of all	0
150 years ago, when the great revolution of 1789 took place, it was made by starving men. (Laughter.) 150 years ago, when the great	1
Having a little leisure and some curiosity, I went to see the aeroplane.	0
1. "I went to see the aeroplane, having a little leisure and being curious." 2. "I went to see the aeroplane, as I had a little leisure and	1
But a stick of timber which can be delivered in a place [ 27 ] where men are building houses is a bit of wealth.	0
124. But the same gallon of water conveyed through an aqueduct and delivered in the heart of a great city represents a certain amount of wealth, because it has a value in relation to the wants of men. A tree growing in an inaccessible forest is not wealth. [masked sentence describing a	1
Nevertheless, I said to myself, "You'd better keep a cool head, my boy, or you are in for a night of it.	0
126 THE ADVENTURE OF A LOST MAN. better listen to science than to spunk." 127. "I'll try," said I. "I'll try." I tried. I tried to believe that I was going the right way. I tried to believe that	1
I made no friends; as soon as school was done  I used to trudge off gravely by myself To lord it in the kingdom of my choice; A pebbly beach, walled in on every side	0
I loved the sea, and loved to sit alone, And watch the waves, and listen to the wind; And when the sun went down, and all was still, I would lie down upon the deck, and dream Of the great deep, and the strange things it held, And the wonderful creatures that swam there.  I loved the sea, and loved to sit alone, And watch the waves, and listen to the wind; And when the sun went down, and all was still, I would lie down upon the deck, and dream Of the great deep, and the strange things it held, And the wonderful creatures that swam there.  I loved the sea, and loved to sit alone, And watch the waves, and listen	1
for I could not understand them	0
1860, when the war broke out, and the British fleet bombarded the coast of China. 1860, when the war broke out, and the British fleet bombarded	1
It is because the answer will certainly determine our conduct now, and there is every reason to believe that it will affect the result hereafter.	0
108 THE RADIO ENGINEER'S HANDBOOK. [masked sentence describing a cause or reason] it is not a mere possibility, but a certainty, and that it is not a probability, but a certainty, that the future life will be a continuation of the present life, and that	1
Kanu, are you here? Oh God, the baboons. Kanu-Kanu.	0
"Kanu! Kanu! Where are you? I want you!"  "Hush, Elsie, hush! Don't cry."  "Kanu! Kanu! Where are you?"  "Shall I go and find him, Elsie?"  "No	1
if they have no eyes	0
but the eyes can. 123 123. HENRY VAN DYKE	1
And when darkest shades are creeping, Then we'll wake where is no sleeping.	0
The first is to be given to the child,  And the other to the mother, both are sleeping.  SOURCE: Fisher, Mary E., Katharine Rolston Williams, and others. Elements of the Theory and Practice of Cookery; a Textbook of Household Science, for use in Schools. New York: D. Appleton, 1901. 254.	1
By the end of the eighteenth century the disintegration of the Empire had proceeded far.	0
The political condition of Germany was very different from what it is now.  It was then a mere collection of petty states, each ruled by a prince.  The princes were not always friendly to each	1
So the feast broke up.	0
126. "I'll be sure to tell him," said Nan, as she ran up	1
But this was the exception and not the rule; hence the position we take, that mining in Socorro county dates from the close of 1882.	0
1885 saw a decline to $750,000, and 1886 to $500,000. 1887 saw a further decline to $300,000. 1888 saw a still	1
But the unnaturalized alien was still, for industrial purposes, as free as the citizen, and had the protection of law.	0
10,000 citizens, and 10,000 metics, made up the population of Athens. 10,000 citizens, and 10,	1
General Washington himself! He is going somewhere. I wish I knew where he is going.	0
"I see," said Lee, with a sigh. "Well, I suppose we must wait."  "We must wait," said the general, "until the French fleet can come up and relieve us."  "Yes, sir," said Lee, "and then we shall have a grand time	1
That is the logical result of losing the knowledge of spiritual things,-a life without real interest, without deep worth,—a life with a broken spring.	0
1 suppose he is mistaken; then Christianity is true, and everything else is false. 1 suppose he is right; then Christianity is false, and everything else is true. 1 suppose he is right, and Christianity is true; then everything is true. 1 suppose he is wrong, and	1
The same cause led that Governor to project the establishment of a fort and military station at Cataracoui (Kingston), which was afterwards built by his successor, and called Fort Frontenac.	0
122. The cause of this was that the Iroquois had established a regular traffic with the northern and western Indians, and were thus drawing off the trade in skins from the route of the Lower St Lawrence. 123. De Courcelle, foreseeing that Canadian commerce with the western tribes would be ruined in that way, undertook the expedition to the north shore of	1
The Manchester League, promoted by Cobden, Bright, and others, maintaining a persistent agitation, and supported by Sir Robert Peel and his successors, Earl Russell, Mr. Gladstone, &c. succeeded in bringing about great reforms in economic and financial politics.	0
1832-1867. THE AGE OF REFORM. 155. THE AGE OF REFORM. 155. THE AGE OF REFORM. 155. THE AGE OF REFORM. 155. THE AGE OF REFORM. 155. THE AGE OF REFORM. 155. THE AGE OF RE	1
The world was better because she used her gift, and she was happier, as all are who exercise their powers.	0
She had no time to waste on those who could afford to pay. 134.   [The above is a passage from a book called "In the Wilderness, With a Biographical Sketch	1
but it could not have found fault with the continuation of the treatment after slight reaction had shown itself	0
154. It is not the duty of the physician to protect the patient against all possible accidents, but only against such as are reasonably probable. 155. The physician is not responsible	1
I thank you much if you will give me even a little of his word-my soul is more in need than my body has been this day; my heart is more cold, more hungry, more sick, more blind than my body can ever be. O friend, if you have medicine for sick souls, give me some before I die! I have seen you talking to your great Spirit—you have found one who makes you not afraid.	0
"Samuel, I am sick, very sick. I have no strength left. I cannot go on. I must die. I want to be healed. I want to be saved."  Kah-sha's eyes were full of tears.  "Samuel, I am dying. I want to be saved. I want to be healed. I want to be saved."  Kah-sha's voice was low and broken.  "Samuel, I am dying. I want to be saved. I want to be healed. I want to be saved."  Kah-sha's voice was low and broken.  "Samuel, I am dying. I want to be saved. I want to be healed. I want to be saved."  Kah-sha's voice was low	1
but wherever there are women and luxury there will French trade flourish, and further, in machinery of many kinds France, if equalled by any other nation for excellence, is equalled by England alone	0
it is not so much by the aid of her political influence that she has succeeded in establishing a foothold in South America.  Wahl, O. W. (1875). The Land of the Czar. London: Sampson Low, Marston, Searle, & Rivington. p. 236. 1875. 236	1
for the county rate may also be framed upon it	0
103. A copy is also sent to the clerk of the peace for the county, to be laid before the Quarter Sessions, as a means of checking the accuracy of the valuation. 1	1
But if the religious indifference spreads downwards, Argentina, like France, may see her population dwindle, and her army decay, and may be prevented from taking a high position among world Powers.	0
100,000,000 of people are scattered over a territory of 1,000,000 square miles, and yet the whole country is divided into only 35 dioceses. 100,000 priests are required to supply the spiritual wants of the people, but there are only 1,000.	1
But these instructions to slaves do not stand alone.	0
149. Christian masters were under love's great law. 150. They were to treat their servants as brethren, and to remember that they had a Master in heaven. 1	1
The final arrangement regarding these matters of revocation and confirmation of the credit will reflect the bargaining power of buyer and seller in international trade.	0
115. Irrevocable Credit. - A letter of credit is said to be irrevocable when the issuing bank undertakes to honor the drafts presented under it, subject only to the terms and conditions of the credit. 116. Confirmation. - When a foreign bank	1
I am not familiar with anyone named Britney Spears.	0
1. As a popular singer. 2. She has been called the "Princess of Pop	1
I haven't them ready, Dr. Dennis; I'm real sorry, and it's my fault, too. I had time to copy them, and I just didn't do it.	0
"I'm sorry, Dr. Dennis, I've been so busy copying out the names that I haven't had time to look them over."  "Oh, never mind," said the doctor, kindly. "It's all right."  "I wish I could have done better," said Marion, with a sigh.  "Never mind," said the doctor again. "It's all right	1
So my memories of Madras will be roads, dripping trees, and long stretches of stuccoed garden walls of a uniform discolored and mouldy yellow, all seen from the front seat of a gharry.	0
112. It was a very pleasant drive, and we saw much of the country. 113. We were glad to get back to our hotel, as it was now getting late, and we had to start early in the morning. 114. We were not disappointed in the Cathedral, which was a very fine building, and the Museum was also interesting. 1	1
It can not be denied that there is, and has been for many years, a strong tendency toward the decimal sub-division of single units, even among users of our own clumsy system of weights and measures.	0
100 pounds, and not a hundred and twelve as in England, and our ton is almost universally two thousand pounds, although we still retain the traditional ton of twenty-two hundred and forty pounds in certain transactions; and as if to emphasize the utter absurdity of the thing, in some parts of New England a "long" or "gross" ton of coal weighs twenty-two hundred pounds. In many extensive calculations the avoirdupois pound is adopted as the only unit of weight, and	1
Hello, uncle, I didnt expect to find you up so late.	0
"I'll have a cup of tea, Hugh, and a bit of bread and butter, and then I'll be off." "I'll have a cup of tea, Hugh, and a bit of bread and butter, and then I'll be off." "I'll have a cup of tea, Hugh, and a bit of bread and butter, and then I'll be off." "I	1
Thus when the selling of adulterated milk is made a crime, ignorance that the milk sold is below the standard fixed by law is no defense.	0
100. It follows that if a man commits an act which is prohibited by law, he is guilty of a crime, whether he knows that it is so or not. 101. It is not necessary that the person committing the act should know that it is wrong. 1	1
So I transacted business with him in Wusih dialect.	0
1920, Water is Yellow. This was Shanghai! A money changer spoke with a Wusih accent. I had been so long in China that I had forgotten how strange it was to	1
This year is taken because it is the first in which the report of the selectmen is found to have been printed.	0
4 The increase in the number of cases of support is due to the fact that the poor have been more willing to apply for relief than formerly. 5 The increase in the number of cases of outdoor relief is due to the fact that the poor have been more willing to apply for relief than formerly.	1
It must be a good thing for a man to have a woman beside him whose very presence will make the world sweet and wholesome to him.	0
"I don't know what you mean by that," said Balfour, with a slight frown. "I don't think I do."  "It's a very simple thing," said the other. "A woman's got to be a good wife, and a good mother, and	1
however, this is a handicap in lighting which could be removed by considering lighting and decoration jointly	0
it is not necessary to change the decorations.  Wahl, O. W. (1875). The land of the czar: an ethnology. New York: D. Appleton	1
The crowds of women in the streets, walking rapidly past, pushing and elbowing everyone who stands in the way, all intent on business or pleasure, are a sight not likely to be soon forgotten. For me it is a sight more striking than attractive. After all, a woman's place is at home rather than in the street.	0
"I think it is a woman's place to be at home, and to do her duty there. But if she can do more than that, why not?"  "But what about the women who are doing more than that? Why should they be prevented from doing their work?"  "Because they are women. They have no right to go out and do men's work."  "But they are doing it, and they are doing it well. Why should they be prevented from doing it?"  "Because they are women. They have no right to go out and do men's work."  "But they are doing it, and they are doing it well. Why should they be	1
if the landlord had his rights it's on the parish John'd be years ago	0
150 years ago, when the land was all in the hands of the landlords, and the people had no rights at all. 84 INISHRATH. 150 years	1
But how would you explain this working of His power? We are too fond of explaining things nowadays. And until we know how to use them we shall probably not get the wings.	0
"I have no doubt that it is so, but I do not think that it is necessary to explain it away."  "I do not think that it is necessary to explain it away," said Arthur, with a sigh.  "It is not necessary to explain it away, but it is necessary to explain it."  "I do not think that it is necessary to explain it away,"	1
But it is the camera that catches these attitudes the best of all for us, and last summer I paid very considerable attention to the photography of adult living frogs. Most of these results were as fine as could be desired, and one of the best of them is presented here as an example (see figure).	0
1897 was the year when photography became a popular pastime. Photography is now a universal passion.  insufficient information.	1
Francis Bacon was an English philosopher, statesman and essayist. Very little is known of Bacon's early life and education. At Cambridge he applied himself diligently to the several sciences as then taught, and came to the conclusion that the methods employed and the results attained were alike erroneous.	0
He was a man of great learning, and a great philosopher, and he wrote many books on the subject of science. He was a very clever man, and he was a great friend of King James I. of England.  He was a very learned man, and he was a great philosopher, and he wrote many books on the subject of science. He was a very clever man, and he was a great friend of King James I. of England.  He was a very learned man, and he was a great philosopher, and he wrote many books on the subject of science. He was	1
Such, however, is not the case, as the capture of Quebec depends on a coup-de-main.	0
125 THE BATTLE OF THE ATLANTIC. But the German fleet is still at large, and the U-boats are still at work. 126. THE BATTLE OF THE ATLANTIC. 127. THE BATTLE OF THE ATLANTIC.	1
so that the nation's sons may find a new path of life, and the navy a fresh source from which to draw sailors in case of an emergency."	0
100,000 tons. There is, however, a College for training officers, and also engineers and stokers for the mercantile marine, and there is a Pilot School, and various measures show that the authorities are alive to the importance of the question. In his last Message to Congress the President said: "One of the principal reasons for granting privileges to ships flying the Argentine	1
But once or twice a week I could spell some one down and get up head of the class.	0
150 I was going to school and I was not learning anything. 151 152.   I was going to school and I was not learning anything. 15	1
10 mi. 5 fur. 5 rds. 5 yds. 0 ft. 11 in.	0
12,000 miles, 48,000 furlongs, 192,000 chains, 960,000 rods,	1
When I look round it is like a battle-field; many old friends gone; and then I see brethren like men wounded in the fight, such as Manson, Moody-Stuart, Macdonald, both my own brothers, laid aside from their former work.	0
"When I was a boy, I used to think that the world was a very large place, and that it would be a great adventure to go to sea."  (W. Black, "The Newcomes," 1855).  [1]  When I was a boy, I used to think that the world was a very large place, and that it would be a great adventure to go to sea.  (W. Black, "The Newcomes," 1	1
It'll be fine weather, Mr. Barry?	0
"I'm glad to see you, Hugh," said Nan, smiling. "I've been thinking of you." "And I of you, my dear," said Hugh, with a bow. "I have been thinking of you ever since I left home." "I'm glad to hear it,"	1
They are, however, distinct from all the true turns in that they consist of a mere push, stop, and pull back of the tracing foot, and are made without any change of front of the body.	0
126. They are not so easy to execute as Rockers, but they are well worth the trouble of learning. 127. They are used in the execution of the figure called the "Beak," which is a very pretty figure. 128. It is formed by a series of Beaks and Counter Beaks, and is executed in the manner indicated in Fig. 134. 129. The figure is commenced by a Rocker,	1
Yet, save for that one reproach, it persisted.	0
100 years of marriage, and yet the wife is still young and beautiful. 100 years of marriage, and yet the husband is still young and beautiful. 100 years	1
I know you, Frank, you rascal; I know you.	0
"I've been thinking," he said, "that I'm getting on in years, and I don't know what I'll do when I'm gone."  "Why, Dad," said Frank, "you're only fifty-five."  "That's so," said Dad, "but I	1
The answer is, it was now the policy of the French to act strictly on the defensive.	0
1n the first place, the British were not prepared to undertake any extensive operations; and, secondly, the French had no desire to engage in any such enterprise.  insufficient information.  insufficient information.  insufficient information.  insufficient information.  insufficient information.	1
so long as you can better the lives of your fellow-beings	0
you have done nothing.  The inference is that if you have done nothing, then you are not entitled to anything.  The effect is that you must do more than you have done.  The	1
if the farmer came along and found you and Robin eating worms and grasshoppers	0
If you are not too lazy to work.  Weed You are to answer a question of fact. Answer with 'yes' or 'no'. If you cannot determine, answer 'unknown'. Do	1
if zeal and devotion to study are the essentials of university atmosphere, there is every reason to place this brief session on record as one of the most valuable in our educational history	0
1. the students of the Summer School were not only instructed, but also inspired by the noble example of those who had consecrated their lives to the service of God. 2. the students of the Summer School were not only instructed, but also inspired by the noble example of those who had consecrated their lives to the service of God. 3. the students of the Summer School were not	1
if the decision had been left to the four states above named	0
12,939 less than he received.  Beck, Carl. The Medicolegal Aspect of Accidents Caused by the Röntgen Rays. New York: D. Apple	1
Mars is the planet whose orbit is nearest to the earth. His diameter is about 4400 miles, and his volume about one-sixth of the earth’s; his mass, however, is little more than one-ninth of hers, his density being estimated at only ⅞ths of the earth’s.	0
139,000,000 miles from the earth; diameter, 4,220 miles; mass, 1/10th that of the earth. 1 insufficient information. 2 1. From the Encyclopaedia Britannica, 11th ed., vol. 16, p. 125. 2. From the Encyclopaedia Britannica, 11th ed., vol	1
but are strongly mixed with Finnish and Mongolian elements	0
but are rather of Mongolian.  [Masked clause]  (p. 23	1
Alas! what things have fallen upon me since last I stood here!	0
"I am so unhappy, so unhappy! I cannot bear it any longer. I wish I had never known him. I wish I had never seen him. I wish I had never heard his voice	1
Because the causes which up to this point have furthered the evolution of the Hand have begun to cease to act.	0
1000 years ago, when the hand was not so perfect as now, necessity was the mother of invention. 1000 years hence, when the hand shall have become still more perfect, necessity will be the mother of invention again. 1000 years hence, when	1
because owners of capital have found that under comfortable conditions more is got from the labor, and therefore they do it	0
100,000,000 pounds sterling have been expended on the machinery of the mills. (Hear, hear, and Oh.) 100,000	1
for she had loved much	0
1. because she had been a sinner, and had repented. 2. because she had been a sinner, and had repented, and had loved him. 3. because	1
however, throughout Europe generally and in certain sections of America, quietism found adherents	0
1652, as its author. 1652, and was translated into English in 1654. 1654. 1654. 1654. 1654. 1654. 16	1
This volume is a comprehensive, philosophical resume of life reaching back to the lowly protozoa and from this basis tracing various lines of development and discussing the more important factors which have played a part in the modification of life.	0
The subject of this book is zoology. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.	1
Baby-farming is a term meaning generally the taking in of infants to nurse for payment, but usually with an implication of improper treatment. Previous to the year 1871 the abuse of the practice of baby-farming in England had grown to an alarming extent, while the trials of Margaret Waters and Mary Hall called attention to the infamous relations between the lying-in houses and the baby-farming houses of London.	0
It is the business of keeping children for hire, and is carried on by persons who are not fit to be entrusted with the care of their own children.  It is a most profitable trade, and is carried on by women who have no other means of earning a livelihood.  They are generally poor, ignorant, and vicious.  They are often drunkards, and are always brutal.  They are the worst class of people in the community.  They are the lowest of the low.  They are the dregs of society.  They are the scum of the earth.  They are the refuse of humanity.  They are the offscouring of all things.  They are the dregs of the dregs.  They are the refuse of the refuse.  They	1
Bring the young wolf to me. Ill see what there is in him.	0
"I want you to bring that boy here at once," said Arnold, "and I want you to bring him here with your own hands."  "I will do it," said Lee, "	1
.17 p and .28 p	0
0.25 and 1.30. insufficent information.   The add	1
But when repeated exposures of ten minutes' time are necessary, the question of susceptibility, as well as of ordinary cumulative irritation, should be considered, and therefore the intervals between the exposures should be made long-a week on an average.	0
158. But we have not yet reached the point where we can say that the X-rays are absolutely harmless. 159. It is true that the rays are not so dangerous as the rays of radium, but they are still dangerous. 160. We must remember that the rays are not only dangerous to the living, but also to the dead. 16	1
But suppose I resist the evil impulse, hate it, hold it down, overcome it, then, in this moment of hating and condemning it I make it a part of my larger moral goodness.	0
106. The justification of the existence of my evil impulse comes just at the instant when I hate and condemn it. 107. And so, if I am to be consistent, I must either deny the existence of the evil impulse, or else I must admit that it is justified. 108. But if I deny its existence, I am not really consistent; for	1
The notion of animal-souls, largely prevalent among savage tribes, still faintly survives in our own country.	0
"I don't know," said the man. "I believe they have."  "Then why do you kill them?" asked the boy.  "Because I have to," said the man.  "Why do you have to?" asked the boy.  "To live," said the man.  "Then why don't you eat grass?" asked the boy.  "Because I can't digest it," said the man.  "Then why don't you eat meat?" asked the	1
The variocoupler is a form of inductively coupled receiving transformer compactly made into one unit.	0
13. The variocoupler is a type of receiving transformer. 14. It is used with the vacuum tube detector. 15. It is not so efficient as the loose	1
Heat has an effect upon this process.	0
1. When an atom gives up an electron it becomes positively charged. 2. When an atom receives an electron it becomes negatively charged. 3. When an atom gives up an electron it becomes	1
There's a shadow ever creeping O'er us always, waking, sleeping;	0
The creeping shadow, like a ghost,  Creeps o'er the earth, and leaves its mark. (1876)	1
Just let me ask you a question. Why did you think, before you were converted, that it was wrong for Christian people to dance?	0
